"167","DeMario Douglas","WR","NE","2.2","0","11.3","2.8","8.9","18.2","2.4","2.2","7","7","7.9","8.8","4","BYE","8.6","5.9","12.6","","6.9","109.8"
"168","Jordan Mason","RB","MIN","21.7","16.9","9.8","23","8.3","8.7","7.9","1.8","-","0.5","1.3","1.8","7.8","-","-","-","-","","9.1","109.5"
"169","Romeo Doubs","WR","GB","7","7.7","2.3","5.9","-","18.4","13.4","8.7","4.8","BYE","2.2","6.9","-","-","17.5","3","11.3","","8.4","109.1"
"170","Adam Thielen","WR","CAR","6.4","3","11.5","-","-","-","-","-","-","-","BYE","7.2","19.9","14.7","7.6","12.8","25.5","","12.1","108.6"
"171","Chicago Bears","DST","CHI","24","6","5","8","14","9","BYE","3","7","4","4","4","4","-1","5","0","12","","6.8","108"
"171","Nick Folk","K","NYJ","6","6","2","24","-","6","4","2","8","5","8","18","9","7","3","-","-","","7.7","108"
"173","Gardner Minshew II","QB","KC","11.8","13.9","15","5","9.7","BYE","1.4","15","3","-","19","12.7","-","-","-","-","-","","10.6","106.3"
"174","Justice Hill","RB","BAL","8.5","4.2","6.4","18.6","3","0.9","12.3","2.4","7.3","0.8","6.1","13.2","4.1","BYE","15.3","3","-","","7.1","106.1"
"175","Kyle Pitts Sr.","TE","ATL","10.1","3.5","6.9","0","12.3","8.5","10","23.1","1.6","7.5","1.4","BYE","0","1.9","4.8","1.2","12.4","","6.6","105.2"
"175","Ameer Abdullah","RB","SF","0","1.2","2.3","0","12.6","3.3","0","1.6","4.1","-","9.2","15","6.3","0.3","16.1","17","16.2","","6.6","105.2"
"177","Joey Slye","K","TEN","10","8","4","11","4","3","5","5","7","13","11","1","12","-","7","3","1","","6.6","105"
"178","Baltimore Ravens","DST","BAL","4","7","5","9","1","5","6","3","10","4","7","4","2","BYE","6","14","17","","6.5","104"
"179","Travis Etienne Jr.","RB","JAC","10.9","13.3","10.5","6.5","9","-0.1","-","-","4","4.8","4.8","BYE","7.3","9","10.5","4.7","8","","7.4","103.2"
"180","Dallas Cowboys","DST","DAL","17","1","-1","4","6","-1","BYE","1","4","8","2","22","17","4","15","8","-4","","6.4","103"
"180","Jaylen Warren","RB","PIT","3","7.1","0.6","-","-","3.3","6.9","6.9","BYE","8.5","8.8","13.9","8.4","8.2","2","11.7","13.7","","7.4","103"
"182","Calvin Austin III","WR","PIT","1.2","1.1","17.5","2.2","1.1","4.6","4.1","18.9","BYE","3","0.4","15.3","9.9","0.9","9","8.5","5.1","","6.4","102.8"
"183","Tre Tucker","WR","LV","3.2","2.3","19.1","12.9","3.6","0","6.2","4.3","1.5","BYE","5","11.7","13.4","1.7","2.8","4.3","9.9","","6.4","101.9"
"184","Mason Rudolph","QB","PIT","-","-","-","3.4","-","-","10.9","21.5","18.5","-","-","-","-","-","16.8","17.4","13","","14.5","101.5"
"185","Michael Wilson","WR","ARI","7","4.1","10.4","3.3","10.3","9.1","2","11.6","0","3.9","BYE","6.4","8","12.7","1.9","5.4","4.9","","6.3","101"
"185","Cairo Santos","K","CHI","13","11","6","7","6","5","BYE","1","13","3","9","9","2","1","6","5","4","","6.3","101"
"185","Tampa Bay Buccaneers","DST","TB","3","5","2","11","4","17","0","3","5","5","BYE","10","3","10","8","1","14","","6.3","101"
"185","Atlanta Falcons","DST","ATL","3","3","2","17","2","5","0","6","3","1","-3","BYE","11","0","20","25","6","","6.3","101"
"189","Ray-Ray McCloud III","WR","ATL","7.2","6","4.7","8.2","9.6","2.8","1.9","4.1","11","5.1","7.6","BYE","11.3","12.1","1.9","4.2","3.2","","6.3","100.9"
"190","Amari Cooper","WR","FA","2.6","2.6","24.1","5.5","8","6.2","14.6","0.8","-","-","6.5","-","2.7","12.5","0","1.5","13.1","","7.2","100.7"
"191","Jalen McMillan","WR","TB","9.7","2.6","1.1","-","-","0","4.1","7.2","-","-","BYE","1.6","3.5","19.9","16","14.2","20.5","","8.4","100.4"
"192","Harrison Butker","K","KC","9","10","13","5","14","BYE","4","10","7","10","-","-","-","-","3","10","5","","8.3","100"
"193","Andrei Iosivas","WR","CIN","4.1","13.7","13.7","3.4","4.4","4.6","0","0","7.5","3.9","6.1","BYE","11","6.1","1","12.8","7.4","","6.2","99.7"
"194","Demarcus Robinson","WR","SF","6.2","6","3.7","4.7","10.3","-","1.4","16.5","24.4","2.8","2.9","8.5","11.9","0","0","0","0","","6.2","99.3"
"195","Eddy Pineiro","K","FA","5","3","13","7","4","9","1","2","6","10","-","13","12","4","2","6","2","","6.2","99"
"196","Tyjae Spears","RB","TEN","5.2","4.1","8.1","10.9","BYE","2.7","-","-","-","6.6","1.8","-","0.3","2.8","24.2","20.1","11.8","","8.2","98.6"
"197","Stefon Diggs","WR","NE","18.9","5.7","14.9","16","11.2","16.7","4.8","10.2","-","-","-","-","-","BYE","-","-","-","","12.3","98.4"
"198","Mike Gesicki","TE","CIN","3.3","12.6","6.7","-0.4","4.1","0","0.7","8.8","24.5","5","0","BYE","7.8","3.9","5.2","2.4","13.6","","6.1","98.2"
"199","Isaiah Likely","TE","BAL","21.6","3.6","0.9","3.1","14.8","3.7","2.7","6.7","0","-","7.5","0","12.3","BYE","2.7","10.4","7.4","","6.5","97.4"
"200","Cincinnati Bengals","DST","CIN","2","9","-2","2","1","8","15","-4","10","-4","3","BYE","8","8","19","18","4","","6.1","97"
"201","Xavier Legette","WR","CAR","5.5","0","5.2","16.6","1.3","9.8","1.9","11.4","11.9","5.5","BYE","7.6","7.3","4.9","1.9","-","5.3","","6.4","96.1"
"202","Cole Kmet","TE","CHI","0.9","4.7","20.7","4.9","7.2","21.5","BYE","3.9","0","2.3","5.7","9.9","4.1","0","1.9","7.9","0","","6","95.6"
"203","New Orleans Saints","DST","NO","14","8","11","4","4","9","2","5","3","8","4","BYE","2","10","9","-1","3","","5.9","95"
"204","Ray Davis","RB","BUF","3.2","3.3","8.8","1.1","0.9","16.7","11.2","2.9","16","0.6","1.1","BYE","13.2","0","9.9","3.4","1.8","","5.9","94.1"
"205","Evan McPherson","K","CIN","6","16","9","13","4","5","3","5","12","4","9","BYE","8","-","-","-","-","","7.8","94"
"206","Noah Gray","TE","KC","5.2","0","1.8","6","3.9","BYE","8.6","3.8","0","2.8","16.3","20.6","7.8","4.6","9.1","1.5","1.1","","5.8","93.1"
"207","Arizona Cardinals","DST","ARI","9","11","5","-2","9","1","8","3","12","12","BYE","11","7","-1","5","-1","4","","5.8","93"
"208","Allen Lazard","WR","NYJ","23.9","2.1","12.3","8.3","11.4","20.4","7.8","-","-","-","-","BYE","-","2.3","0","3","1.4","","8.4","92.9"
"209","Tyler Lockett","WR","TEN","10.7","2.5","7.1","8.6","9.5","14.5","6.5","1.4","13.8","-","2.9","3","3.1","0","2.7","2.9","3.5","","5.8","92.7"
"210","Keon Coleman","WR","BUF","7.1","0","8.9","6.6","11.4","4.1","14.5","15.5","4.6","-","-","BYE","-","-","6.9","2.2","10.2","","7.7","92"
"211","Taysom Hill","TE","NO","4.1","2.4","-","14.4","-","-","-","5.2","14","6","38.5","BYE","7.2","-","-","-","-","","11.5","91.8"
"211","Tyler Allgeier","RB","ATL","2.1","7","3.2","9","4","19.3","5","3.3","7.8","5.9","0.4","BYE","2.7","12.3","4.3","3.6","1.9","","5.7","91.8"
"213","Joe Flacco","QB","CLE","-","-","-","15","26.6","14.7","-","0","4.1","13.9","-","-","-","-","-","-","17.3","","13.1","91.5"
"214","Christian Watson","WR","GB","8.8","0","7.7","0","-","14.3","1","5.9","7.2","BYE","17","0.4","7.7","11.4","7.1","2.3","-","","6.5","90.8"
"215","Darius Slayton","WR","NYG","4.1","4.8","1.2","7.1","22.2","8.7","1.6","12.8","7.5","-","BYE","0","1.8","3.7","2.1","3.2","9.7","","6","90.5"
"216","Marvin Mims Jr.","WR","DEN","0","1.5","1.4","0","2.9","0","2.8","1.3","0.9","5","12.3","5.7","18.4","BYE","4","8","26.2","","5.7","90.4"
"217","Mac Jones","QB","SF","-","-","-1.1","-","-","0.2","-","-","BYE","7.2","5.2","-","20","7.1","20.7","13.9","17.2","","10","90.4"
"218","San Francisco 49ers","DST","SF","6","8","3","22","11","7","5","6","BYE","3","7","-2","-4","13","4","-1","0","","5.5","88"
"218","New York Giants","DST","NYG","5","5","13","2","18","7","4","6","0","4","BYE","1","0","7","1","2","13","","5.5","88"
"220","Joshua Palmer","WR","BUF","2.5","2.9","-","5.1","-","4.8","8.3","8.2","13.3","4.1","3.3","5.3","3.6","10.8","2","7.6","6.1","","5.9","87.9"
"221","Tyler Conklin","TE","LAC","1.1","1.5","11.8","3.7","8.5","2","8.7","11.7","0.2","1.3","1.2","-","5.2","4.8","-","8.4","17.7","","5.9","87.8"
"222","Chig Okonkwo","TE","TEN","8.5","3.1","2.5","1","BYE","2.1","7","0.4","5.3","1.9","2.9","13.5","4.2","2.3","9.9","14.6","8.4","","5.5","87.6"
"223","Dalton Schultz","TE","HOU","3.1","3.1","2.1","4.9","5.4","4.7","3.3","7.2","3.6","8.1","5.8","3","14.6","BYE","2.3","13","3.1","","5.5","87.3"
"224","Indianapolis Colts","DST","IND","5","3","11","8","0","3","10","4","16","6","3","3","6","BYE","7","6","-4","","5.4","87"
"224","Washington Commanders","DST","WAS","-3","4","1","7","13","3","16","6","4","6","2","4","7","BYE","6","7","4","","5.4","87"
"224","Brandon McManus","K","GB","-","-","-","-","-","-","7","12","6","BYE","2","10","13","7","12","13","5","","8.7","87"
"227","Juwan Johnson","TE","NO","9.6","0","0","2.3","5.6","6.3","3.3","6.3","5.1","3.2","10.5","BYE","6.1","13","2.2","3.7","9.6","","5.4","86.8"
"228","Isaac Guerendo","RB","SF","0","0","1.9","-2","2.2","9.9","1.2","17.7","BYE","0","0","0","8.1","25.8","9.5","-","11.9","","5.7","86.2"
"229","Elijah Moore","WR","BUF","2.4","7.4","2.7","1.6","2.6","0.8","7.1","12.5","4.3","-","15.6","3.6","15.2","4.9","0.9","3.1","0.6","","5.3","85.3"
"230","Devin Singletary","RB","NYG","7.2","14","16.8","4.3","-","0","2.6","3.3","3.3","5","BYE","8","2.3","0.8","11.6","1.2","3.5","","5.6","83.9"
"231","Olamide Zaccheaus","WR","CHI","2","2.9","0","11.5","1.5","4.7","4.5","0","5.8","-0.7","1.5","1.3","2.9","-","5.1","21.5","19.3","","5.2","83.8"
"231","Antonio Gibson","RB","NE","1.8","10.8","5.2","9.4","6.1","5.8","1.8","0.7","1.6","2.6","2.5","5","12.2","BYE","7.4","4.6","6.3","","5.2","83.8"
"233","Dontayvion Wicks","WR","GB","0","10.1","0","22.3","3","1.4","12.3","2.1","0","BYE","0","3","5","6.9","2.4","8.8","6.3","","5.2","83.6"
"234","Foster Moreau","TE","NO","12.3","0","0.7","0","8.3","6.4","4.8","0","8.2","0","6.5","BYE","1.6","5","11.9","4.3","12.2","","5.1","82.2"
"235","Jalen Nailor","WR","MIN","8.6","12.9","10.9","1.6","0","BYE","9.6","2.6","7.2","0.9","0","7","2.3","0","1","1","16.6","","5.1","82.2"
"236","New York Jets","DST","NYJ","2","11","16","6","9","2","-3","2","14","0","3","BYE","16","-1","6","3","-4","","5.1","82"
"236","Cleveland Browns","DST","CLE","2","10","6","11","6","10","3","3","6","BYE","1","7","3","3","0","6","5","","5.1","82"
"238","KaVontae Turpin","WR","DAL","6","1.6","12.7","0","6.4","3","BYE","3.2","5.1","0","16.1","7.3","7.5","3.6","2.7","2.3","3.9","","5.1","81.4"
"238","Austin Hooper","TE","NE","4.1","1","2.4","8.3","1.4","-1","5.2","3","1.3","7.9","5.5","13.9","12.2","BYE","5.3","7.5","3.4","","5.1","81.4"
"240","Ty Johnson","RB","BUF","0.7","3.7","12.1","6.3","1.5","3.4","6.9","0","2.3","4.7","1.8","BYE","4.2","12.5","14.8","3","3","","5.1","80.9"
"241","Aidan O'Connell","QB","LV","-","-","7.3","-","2.8","12.1","2.1","-","-","BYE","-","-","19.6","7.8","-","11.5","17.6","","10.1","80.6"
"242","Miami Dolphins","DST","MIA","6","0","7","2","6","BYE","3","0","2","9","6","12","-1","3","7","6","12","","5","80"
"242","Dustin Hopkins","K","CLE","7","13","1","6","9","12","0","12","4","BYE","0","4","7","2","-","0","3","","5.3","80"
"244","Deshaun Watson","QB","CLE","12.7","15.4","16.4","13.2","8.4","8.4","5.1","-","-","BYE","-","-","-","-","-","-","-","","11.4","79.7"
"245","Jaleel McLaughlin","RB","DEN","3.3","0.6","7.9","5.1","10","3.5","3.5","12.1","3.5","1.2","1.9","4.4","8.9","BYE","4.9","-","8.6","","5.3","79.4"
"246","Mack Hollins","WR","NE","9.5","0","2.1","1","3.7","7.3","0","0","11.5","10.6","3.7","-","7.2","13.7","1.2","3.5","4.3","","5","79.3"
"247","Kayshon Boutte","WR","NE","-","-","0.7","1.6","4.4","13.4","3.8","6.1","2.8","6.7","5.3","1.1","7.6","BYE","2.9","18","4.8","","5.7","79.2"
"248","Dalton Kincaid","TE","BUF","1.6","5.3","11.6","7.2","4.4","8.1","6.7","11.1","5.2","3.4","-","BYE","-","-","7.3","3.5","3.4","","6.1","78.8"
"249","Cam Akers","RB","NO","-","2","9.4","5.3","11.7","-0.1","0","-","6.3","5.2","10.6","3","2.2","3.7","8.4","0.3","10.3","","5.2","78.3"
"250","Emanuel Wilson","RB","GB","5.8","0.9","15.5","2.7","2","7.8","1.1","1.3","9.4","BYE","1.7","4.1","2","0.7","0.9","12.1","8.9","","4.8","76.9"
"251","Drew Lock","QB","SEA","-","-","-","-","-","-","1.5","-","-","BYE","-","0.1","15.8","16","-","8.5","34.4","","12.7","76.3"
"252","Dallas Goedert","TE","PHI","5.1","5.3","22","9.7","BYE","0","-","-","-","9.5","8.6","3.9","11","-","-","-","-","","8.3","75.1"
"253","Tim Patrick","WR","DET","-","2.2","1.3","6.2","BYE","8.3","3.5","0","2.2","0","4.1","7.5","5.8","19.3","11","0","2","","4.9","73.4"
"254","Devaughn Vele","WR","DEN","7.9","-","-","-","-","9.8","2.5","4.3","2.1","11.9","8.6","11","2.1","BYE","0","9.1","3.7","","6.1","73"
"255","Jake Ferguson","TE","DAL","3","-","12.5","8.4","10","2.6","BYE","5.3","10.6","2.4","1.6","-","-","4.7","3.3","7","1.3","","5.6","72.7"
"256","Parker Washington","WR","JAC","0.8","0","2.8","0","0","0","6","6.1","5.6","0","1.5","BYE","21.3","2.5","6.9","8.4","10.6","","4.5","72.5"
"257","Will Dissly","TE","LAC","1.8","4.4","3.4","3.4","BYE","4.6","12.1","6.6","1.9","5.5","16","6.7","0","2.9","-","-","3.1","","5.2","72.4"
"258","Braelon Allen","RB","NYJ","2.2","18.6","8.3","5.1","3.3","0.8","1.1","9.2","0.9","3.9","0.6","BYE","3.7","10.1","0.5","1.5","2.6","","4.5","72.4"
"259","Tutu Atwell","WR","LAR","0","6.3","11.3","10.2","9.5","BYE","8.1","2.3","2.1","1.1","2.6","4.5","4.9","6","1.1","1.7","0","","4.5","71.7"
"260","Las Vegas Raiders","DST","LV","1","4","-2","9","2","2","4","3","5","BYE","1","0","6","9","9","6","12","","4.4","71"
"261","Diontae Johnson","WR","CLE","2.9","3","22.2","17.8","4.4","16.8","2.2","-","0","1.1","0","0","-","-","-","-","-","","6.4","70.4"
"261","Zack Moss","RB","FA","13.1","5.2","18.2","15.8","6.7","0","5.5","5.9","-","-","0","-","-","-","-","-","-","","7.8","70.4"
"263","Marquez Valdes-Scantling","WR","SEA","2.4","0","1.2","0","0","0","-","-","1","24.4","15.7","-","10.6","7.1","7.8","-","0","","5.4","70.2"
"264","Rashid Shaheed","WR","NO","14.8","18.9","0","11.7","16.6","7.8","-","-","-","-","-","BYE","-","-","-","-","-","","11.6","69.8"
"265","Noah Brown","WR","WAS","-","7.1","4.4","4.1","-","7.8","2.1","14.8","8.5","4.8","0.9","10.1","4.2","BYE","-","-","-","","6.3","68.8"
"266","Jacksonville Jaguars","DST","JAC","4","3","-2","4","5","3","9","2","10","11","-4","BYE","2","9","0","3","9","","4.3","68"
"266","Tennessee Titans","DST","TEN","8","2","3","10","BYE","3","0","0","11","0","4","10","0","9","6","-1","3","","4.3","68"
"268","Jalen Coker","WR","CAR","-","-","-","0","8.8","4.5","1.5","15.8","4.6","5.6","BYE","-","-","-","19","1.8","4.5","","6.6","66.1"
"269","Evan Engram","TE","DEN","1","-","-","-","-","13.2","6","11.6","9","7","5.3","-","7.6","5.3","-","-","-","","7.3","66"
"270","Cedric Tillman","WR","CLE","0.8","0.7","0.9","0","0","-0.5","14.1","25.4","16.5","BYE","6.2","1.8","-","-","-","-","-","","6","65.9"
"271","Samaje Perine","RB","CIN","1.5","0.8","5.5","7.4","2.9","-","3.3","4","11.5","4.7","1.8","3.4","2","2.4","3.9","6.5","3.9","","4.1","65.5"
"272","Noah Fant","TE","CIN","2.1","1.9","9","3.6","3.9","9.3","8.5","3.7","-","-","-","BYE","4.1","3.3","3","6.5","6.3","","5","65.2"
"273","Roschon Johnson","RB","CHI","-","-","8.2","8.6","14.5","4.3","BYE","6.6","3.1","0.6","10.6","7.7","0","-","-","0.3","0.5","","5.4","65"
"274","Andy Dalton","QB","CAR","0","-","24.6","16.7","4.7","16.9","2","-","-","-","BYE","-","-","-","-","-","-","","10.8","65"
"275","T.J. Hockenson","TE","MIN","-","-","-","-","-","BYE","-","-","4.2","11.2","2.3","14.9","4.3","6.5","7.7","3.7","9.3","","7.1","64.1"
"276","Brenton Strange","TE","JAC","0","8","8.2","3.4","10.4","1.6","0","8.4","0","3.5","1.1","BYE","1.9","2.6","12.8","1.2","0","","3.9","63.1"
"277","Sterling Shepard","WR","TB","-","-","0","6.6","6.9","6.9","4","3.3","8.9","1.5","BYE","4.1","6.2","8.3","2.1","3.9","-","","4.8","62.7"
"278","Sean Tucker","RB","TB","0","0","0.4","2.2","0","32.7","4.3","2","2.2","0","BYE","7.5","0","4.7","1.7","0","4.9","","3.9","62.6"
"279","Gus Edwards","RB","FA","3.3","5.9","0.9","1.9","-","-","-","-","-","5.5","2.7","7.1","3.8","9.6","2.3","19.6","-","","5.7","62.6"
"280","Ricky Pearsall","WR","SF","-","-","-","-","-","-","3.6","9.7","BYE","15.3","0","0","0","1","2.1","5.7","24.7","","6.2","62.1"
"281","Anders Carlson","K","FA","-","-","-","-","-","-","8","16","-","-","11","-","1","16","7","3","-","","8.9","62"
"281","New England Patriots","DST","NE","11","3","2","5","10","0","-1","1","4","16","-1","9","4","BYE","-1","4","-4","","3.9","62"
"283","David Moore","WR","CAR","1.9","0","0","0","2.3","2.7","0","5.9","3","2.8","BYE","17.1","6.5","3.5","2.9","10.9","2.2","","3.9","61.7"
"284","Raheem Mostert","RB","LV","2.9","-","-","-","10.8","-","3","15.5","7.8","4.4","-0.2","0.7","4.4","-","3.6","5.6","2.9","","5.1","61.4"
"285","Nick Chubb","RB","HOU","-","-","-","-","-","-","9.7","5.2","4","-","5","18.5","11.5","4.8","2.1","-","-","","7.6","60.8"
"286","Chris Olave","WR","NO","2.1","10.8","17.6","12.7","2","-1","-","14.7","1.8","-","-","BYE","-","-","-","-","-","","7.6","60.7"
"287","Greg Joseph","K","SF","-","-","3","19","11","1","3","14","BYE","-","-","-","-","-","9","-","-","","8.6","60"
"288","Jeremy McNichols","RB","WAS","0","0","0.1","19.9","10.4","0.9","4.2","-0.1","2","6.7","1.1","2.2","3.2","BYE","0.9","5.8","2","","3.7","59.3"
"289","Brayden Narveson","K","FA","11","12","13","3","7","11","-","-","-","-","-","-","-","-","-","2","-","","8.4","59"
"290","Tyler Boyd","WR","FA","3.3","3.6","4.8","4.1","-","3.4","6.8","2.9","0.3","0","4.4","8.5","5.2","1.2","4.9","3","2.4","","3.7","58.8"
"291","Spencer Rattler","QB","NO","-","-","-","-","-","14.4","6.3","6.2","-","-","-","BYE","-","-","9.4","5.9","15.3","","9.6","57.6"
"292","Christian Kirk","WR","HOU","3.5","0.4","11.9","15.6","10.8","5.4","2.9","6.9","-","-","-","-","-","BYE","-","-","-","","7.2","57.4"
"293","Jordan Akins","TE","FA","4.2","1.5","4.9","1.5","9.7","0","6.2","0","4.7","-","2.4","5.3","0","1.9","4.5","1.3","7.9","","3.5","56"
"294","Brandin Cooks","WR","NO","12.5","2.6","2.6","2.1","-","-","-","-","-","-","-","BYE","9.1","6.8","4.9","6.3","7.2","","6","54.1"
"295","Theo Johnson","TE","NYG","2.3","0","1.8","1.1","7.3","4.5","0","5","12.6","5.7","BYE","5.4","7.9","-","-","-","-","","4.5","53.6"
"296","Tyler Huntley","QB","FA","-","-","-","11.8","7.5","-","9.5","-","-","-","-","-","-","-","-","-","24.2","","13.2","53"
"297","Rashee Rice","WR","KC","13.8","16","23.1","0","-","BYE","-","-","-","-","-","-","-","-","-","-","-","","13.2","52.9"
"298","Greg Dortch","WR","ARI","8.1","2.1","5","5.8","1.2","3.1","7","1.4","0","0.4","BYE","1","1.7","1","8.1","3.2","3.3","","3.3","52.4"
"299","Josh Oliver","TE","MIN","3.7","0","0","8","0","BYE","1","10","14.3","7.2","4.9","-","-","3.1","0","0","0","","3.7","52.2"
"300","Ja'Tavion Sanders","TE","CAR","0.9","1.8","0","2.6","2.8","7.4","9.1","1.2","10.7","7.8","BYE","6.4","-","0","0","0","1","","3.4","51.7"
"301","AJ Barner","TE","SEA","0","0","2.8","9.7","1.8","1.8","1","4.4","4.7","BYE","2.5","3.4","8.4","1.8","1","8.3","0","","3.2","51.6"
"302","Ezekiel Elliott","RB","FA","11.9","4.2","1.7","2.9","1.7","1.7","-","10.3","-","0.2","3.9","0.6","0.4","1.1","4.6","6.1","0.2","","3.4","51.5"
"303","Kenneth Gainwell","RB","PIT","1.7","0.6","2.2","0.9","-","2.3","7.2","1.9","1.5","4.4","5.4","8.2","0","4.3","7.5","1.8","1.4","","3.2","51.3"
"304","Justin Watson","WR","HOU","3","3.2","1.8","3.7","0","-","1.3","4.8","5.8","1.6","3.6","2","7.1","0","0","0","13","","3.2","50.9"
"304","Isiah Pacheco","RB","KC","14.8","13.6","-","-","-","BYE","-","-","-","-","-","-","5.4","7.1","5.2","3","1.8","","7.3","50.9"
"306","Troy Franklin","WR","DEN","-","0","2.1","0.8","2.5","10.6","7.5","1.4","2.4","1.4","8.5","4.1","3.8","BYE","1.9","3.5","0.4","","3.4","50.9"
"307","Matthew Wright","K","CAR","-","-","-","-","-","13","-","-","-","-","BYE","-","14","16","-","-","7","","12.5","50"
"308","Brandon Aiyuk","WR","SF","3.8","6.3","7.3","5.8","18.7","4.7","3.3","-","BYE","-","-","-","-","-","-","-","-","","7.1","49.9"
"309","Colby Parkinson","TE","LAR","6.7","1.7","3.6","5.3","8.7","BYE","4.2","2.7","0","0","8.4","1.5","1.8","1.6","3.1","0","0","","3.1","49.3"
"310","Kendrick Bourne","WR","NE","-","-","-","-","1.1","1.9","1.9","0","6.1","-","15.5","4.5","6","BYE","5.9","2.8","3.2","","4.4","48.9"
"311","Dyami Brown","WR","JAC","0","2.7","2.6","0.9","12.7","1.6","2.8","1.1","2.9","-0.3","0.9","4.6","5.9","-","4.5","5.6","-","","3.2","48.5"
"312","Van Jefferson","WR","TEN","0.6","2.4","0","3.1","4.1","0","8.5","8.2","-","0","0","4.9","4.8","7.5","0.5","3.7","0","","3","48.3"
"313","Dawson Knox","TE","BUF","2.8","0","1.2","0.5","0","7.7","1","6","1","5","6","BYE","6.6","1","5.2","3.2","0.9","","3","48.1"
"314","Malik Willis","QB","GB","0","13","25.4","-","-","-","-","8.5","-","BYE","-","0","-","-","-","1.2","-","","8","48.1"
"315","Emari Demercado","RB","ARI","3.6","4.6","0.7","2.9","0.5","8.9","1.4","0","15","2.2","BYE","1.4","2","3.5","-","-","-","","3.6","46.7"
"316","Kalif Raymond","WR","DET","1.2","4.2","0","1.4","BYE","9.3","11.4","14.4","0.5","0","4","0","-","-","-","-","-","","4.2","46.4"
"317","Jacoby Brissett","QB","ARI","8","10.6","3.9","8","7.4","-","-","8.4","-","-","BYE","-","0","-","-","-","-0.1","","5.8","46.2"
"318","Parker Romo","K","NE","-","-","-","-","-","-","-","-","-","13","6","13","14","BYE","-","-","-","","11.5","46"
"319","Grant Calcaterra","TE","PHI","1.6","2.9","0","3.1","BYE","8.7","1","7.3","5.5","0","0","0","0","9.1","2.7","0","3.9","","2.9","45.8"
"320","Lil'Jordan Humphrey","WR","NYG","0","7","6.7","0","5.8","1.3","2.2","2.2","2.1","3.3","13.2","1.4","0","-","0","0","0","","2.8","45.2"
"321","Trey Sermon","RB","PIT","0","1.2","7.6","0.8","15.3","2.9","5.4","1.9","1.8","0.9","0.8","0","0","-","2.2","2.5","1.5","","2.8","44.8"
"322","Trey Benson","RB","ARI","2.3","2.2","0.8","5","-","2.6","0","1","12","9.7","BYE","1.8","2","2.4","2.2","-","-","","3.4","44"
"323","Gabe Davis","WR","FA","7.7","5.8","2.8","0.3","3.3","19","1.8","0","-","2.4","0.8","-","-","-","-","-","-","","4.4","43.9"
"324","Mike Williams","WR","FA","0","2.4","4.9","8.7","3.5","0","2","0","1.1","9.7","0","0","0","5.1","2","3.9","0","","2.5","43.3"
"325","JuJu Smith-Schuster","WR","KC","0","0","8.7","0","16.5","BYE","0","-","-","-","1.3","1.1","1.5","4.1","7.2","0","2.8","","3.3","43.2"
"326","Dare Ogunbowale","RB","HOU","0.8","3.3","3.8","13.4","11.7","0.8","0.6","0.4","-0.1","1.1","1.6","0","0","BYE","3.5","0","2.3","","2.7","43.2"
"327","Adonai Mitchell","WR","IND","0.7","3.5","0","1","7.2","1.9","4","1.4","2.7","10.1","4","1.5","0","BYE","-3","4.1","3.2","","2.6","42.3"
"328","Nelson Agholor","WR","FA","1.1","1.8","6.1","2","0.9","3","2.5","11.1","3.4","7.1","0","0","0","-","3.1","-","-","","3","42.1"
"329","Carolina Panthers","DST","CAR","-1","5","5","1","-3","-2","0","5","1","9","BYE","4","8","4","2","6","-2","","2.6","42"
"330","Luke Schoonmaker","TE","DAL","0","7.3","1","0","1.3","0","BYE","0","0","0","8.6","13","5.8","3.2","0","0.8","0","","2.6","41"
"330","Graham Gano","K","NYG","8","0","0","-","-","-","-","-","-","6","BYE","1","10","4","2","1","9","","4.1","41"
"330","Greg Zuerlein","K","FA","1","6","6","10","5","8","1","4","-","-","-","-","-","-","-","-","-","","5.1","41"
"333","Christian McCaffrey","RB","SF","-","-","-","-","-","-","-","-","BYE","13.7","12.6","6.3","7.7","-","-","-","-","","10.1","40.3"
"334","Miles Sanders","RB","DAL","2.2","4","10","6.1","4.3","1.8","3.3","8","0","0.5","-","-","-","-","-","-","-","","4","40.2"
"335","John Metchie III","WR","HOU","-","-","-","1.2","0","0","0","4.4","0","15.9","4.8","1.1","2.6","BYE","2.7","-","7.3","","3.3","40"
"336","Curtis Samuel","WR","BUF","2.5","0.8","3.7","2.5","0.4","5.9","0","-","0","5.5","14.3","BYE","0.7","2.6","0.6","-","-","","3","39.5"
"337","Josh Whyle","TE","TEN","0","2.3","6.3","1","BYE","0.7","4.9","4.3","1.7","0","1.1","0","0.8","4.1","12.2","0","0","","2.5","39.4"
"338","Elijah Higgins","TE","ARI","2.2","8.3","1.6","2.2","6.7","0","0.6","2.3","4.4","2.3","BYE","1","3.3","0","1","0","3.3","","2.5","39.2"
"339","DJ Turner","WR","FA","1.4","0.2","0","7.8","2.2","4.7","2.7","11.2","0","-","4.4","1.5","3","-","-","-","0","","3","39.1"
"340","Tyler Goodson","RB","IND","-","0.7","0","0","7.2","8.5","11.1","0","0","7.9","0","0","0","BYE","0.3","2.2","0","","2.5","37.9"
"341","Adam Trautman","TE","DEN","0","0","1.8","0","2.4","0","0","16.5","0.9","3.9","0","0.8","0","BYE","9","1","1","","2.3","37.3"
